Tweets;polaridad
2013/2014 mis hijos en escuela pública NO TENIAN LIBROS NI DESAYUNO , interior de Buenos Aires , CFK era la presi , crucen la Gral. Paz y pregunten , BASTA DE DISCURSOS PELOTUDOS SIN FUNDAMENTOS , salgan de su metro cuadrado...... https://twitter.com/Angelalerena/status/1159845775188385798 …;NEGATIVO
En 2015 la clase media votó para hacer mierda a los pobres, los hizo pobres, los hizo mierda. MACRI CUMPLE #YoVotoMM2019;NEGATIVO
En 2015 había financiamiento para terminar con las lebac de un saque, prefirieron jugar a las metas de inflación y con mucha soberbia desoyeron advertencias y ningunearon el tema, las consecuencias a la vista , si no desarman ese engendro diabólico no hay salida.;NEGATIVO
En 2015 el forrohijoderemilputas de macri todavia no se habia mandado 4 años de cagadas, gato...;NEGATIVO
En 2015, vote a Macri, en todas las instancias, pero viendo que no cumplió nada de sus promesas de campaña y haber incrementado su patrimonio de forma descomunal, en un país en crisis, los únicos que fugaron dolares a Panamá, fueron Macri-Dujovne, VUELVO A MI PARTIDO Y VOTO F-F;NEGATIVO
"2027 ""No cambiamos una chota, pero votanos igual"" MACRI LA CONCHA DE TU MADRE. https://twitter.com/IvanBelecco_/status/1159673462308462599 …";NEGATIVO
203#365 #OSHO #Estratagemas y #principios Todas las #religiones básicamente no son mas que #métodos de #despertar. Pero todas las religiones se han #descarriado debido a sus #doctrinas. Esas doctrinas no son importantes, no son más que #soportes de los métodos. Son #arbitrarias.;AMBIGUO
24 de los ultimos 27 años en la argentina gobernaron los peronistas! Y vos le das toda la culpa a macri ?? Jaja pobre ignorante !;NEGATIVO
"Ese 25% que yo llamo ""hijos de puta"" no se come el verso de qué Macri va a mejorar la situación actual, saben que va a empeorar y eso quieren. Pero esos no son el problema, siempre es más peligroso un boludo.";NEGATIVO
$300 PESOS EL POSTER D MIERDA ME ESTAN JODIENDOOO MACRI LPM;NEGATIVO
<3333 reminder de q no voten a macri hijos de puta <3333;NEGATIVO
Más de 34 horas sin luz... Que esperan?? Que vuelva a ganar @mauriciomacri para poner todo en orden HDP @OficialEdesur!!!!!???????;NEGATIVO
Más de 34 horas sin luz... Que esperan?? Que vuelva a ganar @mauriciomacri para poner todo en orden HDP @OficialEdesur!!!!!???????;NEGATIVO
Esta 3ro en todas las encuestas siendo su primer candidatura, y si, yo tampoco quiero que siga Macri porque es la misma mierda o peor, pero no por eso voy a votar a la Jefa que nos va a hundir económicamente a un punto en el que nos va a poder colonizar San Marino;NEGATIVO
4- El estado usa el dinero de los trabajadores de manera ineficiente y en muchos casos los roba. 5- En el estado hay muchos ñoquis (ej: muchos diputados, senadores y asesores). 6- El estado no genera verdadero trabajo, dependes de politicos de turno y no genera ingresos al país.;NEGATIVO
Tuvimos 4.380 días del kirchnerismo.. 12 de los peores años nefastos ...hoy decidimos decir basta y exigir un cambio tenemos un presidente yo voto a macri te invito que nos acompañes este domingo. pic.twitter.com/AtSAlLZ95Y;NEGATIVO
#4Ago #EleccionesArgentina Los candidatos que se disputan la presidencia son: - Mauricio Macri - Alberto Fernández - Roberto Lavagna - Nicolás Del Caño - José Luis Espert - Manuela Castañeira - Alejandro Biondini - Juan José Gómez - José Antonio Romero - @Gbastidas;AMBIGUO
"5.-Otra Verdad Grande en RD: Es que el Corrupto y Abusador de Leonel Fernández, creo en 12 años ""una mafia de políticos pobres, que la Corrupción Pública y Privada de 12 años los hizo multimillonarios y ha continuado con el Danilismo:Gran mayoría,miembros CP y CC del PLD!";NEGATIVO
50 pesos el kilo de cebolla la re concha de tu madre macri;NEGATIVO
Y los 60 custodios que lleva a todos lados que mierda son ? Ignorante;NEGATIVO
Pero más del 60% de imagen negativa... No creo que sea un tema de miedo, si no más bien de vergüenza;NEGATIVO
De 70 a 73, alguna vez leistes un libro de historia. Podes votar a quien quieras pero mentir y mentir te come el cerebro. Primero Argentina lleva menos años de Democracia, para ser exactos 36, gob Alfonsín, de la Rúa y conté a Macri. Decir estupideces es gratis, leer es sabiduria;NEGATIVO
Jajaja 70 años contra 3 años y medio y la culpa es de macri ajjaja....no es la culpa de los que crearon y multiplicaron las villas . record de desercion escolar secundaria .multiplicacion de chorros . record de venta de rejas y alarmas para casas y negocios...;NEGATIVO
70 AÑOS DE PERONISMO SEMBRANDO IGNORANTES Y POBRES PARA USARLOS POR EL VOTO! 4 AÑOS RECONSTRUYENDO NTRO HERMOSO PAÍS SAQUEADO SIGO VOTANDO @mauriciomacri BOLETA COMPLETA #NoVuelvenNuncaMas #NSB;NEGATIVO
70 AÑOS DE PERONISMO SEMBRANDO IGNORANTES Y POBRES PARA USARLOS POR EL VOTO! 4 AÑOS RECONSTRUYENDO NTRO HERMOSO PAÍS SAQUEADO SIGO VOTANDO @mauriciomacri BOLETA COMPLETA #NoVuelvenNuncaMas #NSB;NEGATIVO
$77000 para no ser pobre? Mierda, entonces soy indigente.;NEGATIVO
$77000 para no ser pobre? Mierda, entonces soy indigente.;NEGATIVO
Un 80 % de la población ya define entre las fórmulas FF y MP , que margen le queda a Lavagna-Urtubey ? En #Misiones las preferencias de los alcaldes es trabajar con la boleta de FF ...;AMBIGUO
95% . Hay que acordarse de Lavagna y los zurdos roñosos;NEGATIVO
A12 Genova-Rosignano code per 2 km causa incidente tra Svincolo Sestri Levante (Km 49,2) e A12 Svincolo Lavagna (Km 41,1) in direzione Genova dalle 09:47 del 4 agosto 2019 https://www.cciss.it;AMBIGUO
A12 Genova-Rosignano code per 1 km causa incidente tra Svincolo Sestri Levante (Km 49,2) e A12 Svincolo Lavagna (Km 41,1) in direzione Genova dalle 09:47 del 4 agosto 2019 https://www.cciss.it;AMBIGUO
A12 Genova-Rosignano code per 2 km causa ripristino incidente tra Svincolo Deiva Marina (Km 60,5) e A12 Svincolo Lavagna (Km 41,1) in direzione Genova dalle 10:34 del 4 agosto 2019 https://www.cciss.it;AMBIGUO
A12 Genova-Rosignano fine traffico bloccato causa incidente tra Svincolo Sestri Levante (Km 49,2) e A12 Svincolo Lavagna (Km 41,1) in direzione Genova dalle 09:49 del 4 agosto 2019 https://www.cciss.it;AMBIGUO
A12 Genova-Rosignano traffico bloccato causa incidente tra Svincolo Sestri Levante (Km 49,2) e A12 Svincolo Lavagna (Km 41,1) in direzione Genova dalle 09:49 del 4 agosto 2019 https://www.cciss.it;AMBIGUO
Aa claro,pero si macri hace lo mismo es un hijo de puta,no?;NEGATIVO
AAAA culia por favor los que vayan a votar a macri déjenme de seguir xd no quiero que me siga gente sin empatía;NEGATIVO
Aaaaa. Seria como un detector de pelotudos.. mira vos.. geniaaaaaaaaa...;NEGATIVO
Aaah yaaa pera q voy corriendo a votar a Alberto Garca fernandez y a Rata cristina;NEGATIVO
Los aberrantes números de pobreza infantil nos tienen que hacer doler el alma. Un país que no se ocupa de la niñez hipoteca su futuro. Pongamos el cuerpo y entreguémosnos de corazón para que los pibes tengan un mañana más justo. #ConsensoFederal #SabemosHacerlopic.twitter.com/ZZhXaXaY3Q;NEGATIVO
Abogados y abogadas que acompañamos a @juntoscambioar nos encontramos en tribunales. Por una justicia que esté al servicio de la ley y no de la impunidad. @AbogadosJuntos #JuntosPorElCambio #JuntosSomosImparablespic.twitter.com/E8cvxxgxSb;POSITIVO
Para @jlespert del @FrenteDespertar el #AbortoLegal es un tema menorpic.twitter.com/OzHOTfionb;AMBIGUO
#AbortoLegalYa #FITUnidad #SiempreDelMismoLado Orgullosa que en nuestras listas no hay celesteshttps://twitter.com/NicolasdelCano/status/1159460732116852736 …;POSITIVO
Lo abra mandado cagada este gobierno actual chorro ladrone hace trampa ahora por voto es un monstruo gobierno yo quiero q tenga cuenta por el voto dentro de la bolsita dos boleta ay q sacar una boleta de cambiemo no sirve dale saquenlo viene dos juntos es una trampa te avisé;NEGATIVO
La absolución de Milani se la dedican a Del Caño. Para ser facho completo, dedicasela a Myriam Bregman, que es abogada querellante contra Milani. Como lo fue contra Etchecolatz, Astiz, Tigre Acosta y Von Wernich.;NEGATIVO
La absolución de Milani se la dedican a Del Caño. Para ser facho completo, dedicasela a Myriam Bregman, que es abogada querellante contra Milani. Como lo fue contra Etchecolatz, Astiz, Tigre Acosta y Von Wernich.;NEGATIVO
La absolución de Milani, lejos de sacarle puntos a Macri, hizo que lo apoyaramos mas. Es solo un aviso de lo que seria si vuelven los k. Todos los corruptos libres.;NEGATIVO
Absolutamente de acuerdo, la seguridad de @mauriciomacri es de cuarta. Mira la de Trump o de Putin... Nunca hubiese pasado.;NEGATIVO
Absolutamente falso. El Gobierno de Macri se niega a presentar el impacto hidráulico y ambiental, a pesar de exigirlo el Juez Federal de Mercedes. #SanAntonioDeAreco no se inunda más por las obras realizadas entre 2010 y 2015, que Vidal suspendió en 2016.https://twitter.com/eaplase/status/1158164445983576064 …;NEGATIVO
Absolutamente! Y el padre... murió sin rendir ctas a la justicia gracias a su hijo! Chorro desde la cuna!;NEGATIVO
"Mi abuela dice que el ""Voto a Macri"" no funcionó para nada, pero el ""satisface a Mauricio"" un éxito gracias a los kukas que lo instalaron en plena veda. Cuadrazos.";NEGATIVO
Mi abuela enamorada de macri claro si votas y despues te venis a europa mamita lpmqtp;NEGATIVO
Mi abuela me trató de drogona, ustedes bien?;NEGATIVO
Pero abuelo .....esos dos sobre todo.Lavagna también son dos viejos fósiles.;NEGATIVO
jajjjaja mi abuelo tuvo trabajo toda su vida pero hace un par de meses lo hecharon y ahora no consigue nada por ningun lado pero saben que???? sigue defendiendo a macri ajjajajaja no podes ser tan pelotudo hermano;NEGATIVO
@rialjorge:YA ABURRIS. VA A GANAR MAURICIO MACRI.;POSITIVO
Acá un compañero de Chile, Piñera dijo las mismas mentiras que Macri y hasta usaron la frase de que estaban yendo a ser como Venezuela, estos hijos de puta son la mayor mierda https://twitter.com/pparcos1/status/1159446649518927877 …;NEGATIVO
Acá tienen a una comunista que va en la boleta de los fachos del Frente de Todos. Claro, también usa iphone, notebook mac y se dice anti-sistema yendo en una boleta que representa al sistema que gobernó la política durante 74 años. https://twitter.com/OfeFernandez_/status/1159603472469299203 …;NEGATIVO
Y aca se cumple la otra regla tambien. Zurdo roñoso con Osde, siempre va a criticar a Macri.;NEGATIVO
@alferdez acá le dejo una perlita para los que no somos estúpidos pic.twitter.com/APl2w7uXCe;NEGATIVO
De acá se inspiró el spot Espert- Lavagna, o de Lavagna - Espert. El orden de los calvos no altera el.producto, como los Fernández. pic.twitter.com/UChDOdQZZD;NEGATIVO
Acá lagrimeando con Cristina y Axel. #CFK más te escucho más te amo. Cada día te quiero más. ¿ #YoVotoMM? ¿ #YoVotoAlGato? NO. #SeVa Y NO VUELVE MÁS (#infestados de inmundos trolls del gobierno) #YoVotoFFpic.twitter.com/Gv0fGuAEt4;POSITIVO
y acá llegó el Ángel de la paz!!! recuerdan lo que hizo en el gobierno de Duhalde y despuués en el gobierno del tuerto corrupto?;NEGATIVO
Hasta aca llegó mi apoyo. El liberalismo, para mí, es racional por sobre todas las cosas. Podía bancarme las alianzas extrañas, el personalismo, el poner más interés a vender el libro que a colaborar con el PL, el destrato, el victimismo berreta, pero esto es demasiado para mi.;NEGATIVO
Aca no son los militantes pelotudo a pedal! Son los hdrmp que son pagados para hacer mierda gente y no les importa una mierda quien sean. O queres un dibujito?;NEGATIVO
Aca no son los militantes pelotudo a pedal! Son los hdrmp que son pagados para hacer mierda gente y no les importa una mierda quien sean. O queres un dibujito?;NEGATIVO
Por acá puedo decir que voto a @MiguelPichetto en realidad ? #YoVotoMM;POSITIVO
Acá tienen y quieren más??? Que no se cansaron que nos afanen MANGA DE CHORROS!!!;NEGATIVO
Está acá para robarse más y más plata que hdp;NEGATIVO
Acá rogando a gent q corte boleta q x culpa d ANGELINI Y JORGELINA FERREYRA CORRUPTA DIRECTORA D PAMI STA FE no lo quieren votar la misma gent q lo vot en 2015 Y 2017 LE PEDÍ A @marquitospena q x FAV la echaran a FERREYRA D PAMI y lo hiciera publico pa q la GENT lo volviera a VOT;NEGATIVO
Acá rogando a gent q corte boleta q x culpa d ANGELINI Y JORGELINA FERREYRA CORRUPTA DIRECTORA D PAMI STA FE no lo quieren votar la misma gent q lo vot en 2015 Y 2017 LE PEDÍ A @marquitospena q x FAV la echaran a FERREYRA D PAMI y lo hiciera publico pa q la GENT lo volviera a VOT;NEGATIVO
acá está el segmento más duro de los que apoyan a Macri! Gente forra con la panza llena que se ríe de un pibe que no entiende de conceptos políticos pero pide que los pibes coman!! https://twitter.com/LilianaGalita/status/1159122080169959424 …;NEGATIVO
Aca solo digo lo que pienso de pelotudos como vos. Si queres diálogo entonces deberias saber que la camioneta es peroncha... como lo negas no hay diálogo...;NEGATIVO
Yo acá en sta fe luchando pa q vot a @mauriciomacri por q x culpa d ANGELINI Y JORGELINA FERREYRA CORRUPTA DIRECTORA REGIONAL PAMI STA FE NO LO QUIEREN VOTAR X Q ELLA SIGUE AHÍ DESPUÉS Q X CULPA D ELLOS SE PERDIÓ LA PCIA LE RUEGO Q CORTEN BOLETA PERO Q LO VOTEN @marquitospena;NEGATIVO
Yo acá en sta fe luchando pa q vot a @mauriciomacri por q x culpa d ANGELINI Y JORGELINA FERREYRA CORRUPTA DIRECTORA REGIONAL PAMI STA FE NO LO QUIEREN VOTAR X Q ELLA SIGUE AHÍ DESPUÉS Q X CULPA D ELLOS SE PERDIÓ LA PCIA LE RUEGO Q CORTEN BOLETA PERO Q LO VOTEN @marquitospena;NEGATIVO
Acá tenés el gobierno de Macri, y la mierda que es PAMI. Perdí a una d las personas q más quise por culpa de los cuidados del PAMI. Y por supuesto por culpa del gobierno que solo les da $12000 de jubilación cuando sus remedios salían $4000. Este domingo por favor NO LOS VOTEN https://twitter.com/C5N/status/1109783247385288704 …;NEGATIVO
Aca tenes la version actualizada del loco @officialmcafeehttps://twitter.com/officialmcafee/status/1156357494844940289?s=08 …;AMBIGUO
Acá va un mensaje de amor para todos y todas: no votes a macri, no seas sorete hijo de yuta gracias;NEGATIVO
Acá vamos todos con #FrenteDeTodos y muchos votamos esta estafa del Pro. Manga de ladrones prebendarios.;NEGATIVO
"A @SilMercado se le acaba la Cajita Feliz; y en su último intento por no tener que ir a buscar un trabajo decente, se zambulle en el océano del ridículo “Macri aumentó 20 puntos de imagen positiva”... Jatejoder! https://twitter.com/SilMercado/status/1160164982744604672 …";NEGATIVO
"Uno acaba de tirar "" VA A GANAR MACRI PORQUE LA GENTE NO ES TONTA"". A quién concha invitan?";NEGATIVO
ACABAN DE PASAR NICO DEL CAÑO NO USA TARIMA TIENE GRAN TAMAÑO se prendió esta mierrrrda;NEGATIVO
me acabo de dar cuenta que sinceramente de cfk es el becoming de michelle obama argentino;AMBIGUO
Me acabo de dar cuenta que los votantes de NOS son mas pelotudos que los de Espert. Sorpresa y 1/2.;NEGATIVO
SE TE ACABO GATO MACRI MENTIROSO Y LADRON ENDEUDASTE A NUESTRA PATRIA pic.twitter.com/tIAn0rGKXh;NEGATIVO
acabo de leer a uno que dijo que macri es mejor candidato que Espert solo por el hecho de que construyó un carrera política, país inviable;NEGATIVO
Acabo de ver el cierre de campaña de Macri, y debo decir que tiene ganado cada puto meme.;NEGATIVO
Acabo de volver del #Consulado de #Argentina y emiti mi sufragio #CambiemosListaCompleta Nuevamente vote por @mauriciomacri @MiguelPichetto y @mariuvidal #JuntosSomosImparables #JuntosPorElCambioBoletaCompleta Muchos #Argentinos en el Consulado de #Miami @wwnicolas #NoVuelvenMas;POSITIVO
Acabo de votar en una encuesta de tw que era para ver a quien iban a votar Y VA GANANDO MACRI, CHE USTEDES SON PELOTUDOS O SON ARGENTINOS ?;NEGATIVO
Acaso te estremece que hayamos vuelto al fmi? Te estremece que en la Argentina haya un 34.1% de pobres (13.800.000 de personas)? Te estremece también que no haya cumplido la mayoría de sus promesas (vuelvo a destacar el tema de la pobreza cuando MM prometió POBREZA 0)?;NEGATIVO
Se acerca el domingo y las ganas de dibujarle pijas a las boletas de mi presidente @jlespert se hacen cada vez mas grandes;NEGATIVO
Cuando se te acerque un boludito que se la quiere dar de justiciero social a decirte que votes por el ñoqui de Alberto Fernández y la chorra de Cristina tené en cuenta las palabras de este tipo que demuestra cómo los políticos nos cagaron la vida pic.twitter.com/qefLdDayou;NEGATIVO
